rank,rerisk,hold,cap,derisk,override_scale,min_median_delta_terminal,min_pass_rate_terminal,worst_median_delta_maxdd,worst_fold_maxdd,avg_median_delta_terminal,avg_median_delta_sharpe,full_delta_terminal,full_candidate_terminal,full_candidate_sharpe,full_candidate_maxdd
107,0.01,0.42,0.02,0.22,1.1,0.05698041388824904,1.0,-0.007187543383389117,-0.1590088780092156,0.10612857256591754,0.10846575433000963,19.23913489485232,67.43074190050795,1.0774328809149945,-0.3197864845477544
108,0.01,0.42,0.03,0.22,1.1,0.05698041388824904,1.0,-0.007187543383389117,-0.1590088780092156,0.10612857256591754,0.10846575433000963,19.23913489485232,67.43074190050795,1.0774328809149945,-0.3197864845477544
109,0.02,0.42,0.02,0.22,1.1,0.05698041388824904,1.0,-0.007187543383389117,-0.1590088780092156,0.10612857256591754,0.10846575433000963,19.23913489485232,67.43074190050795,1.0774328809149945,-0.3197864845477544
110,0.02,0.42,0.03,0.22,1.1,0.05698041388824904,1.0,-0.007187543383389117,-0.1590088780092156,0.10612857256591754,0.10846575433000963,19.23913489485232,67.43074190050795,1.0774328809149945,-0.3197864845477544
111,0.03,0.42,0.02,0.22,1.1,0.05698041388824904,1.0,-0.007187543383389117,-0.1590088780092156,0.10612857256591754,0.10846575433000963,19.23913489485232,67.43074190050795,1.0774328809149945,-0.3197864845477544
112,0.03,0.42,0.03,0.22,1.1,0.05698041388824904,1.0,-0.007187543383389117,-0.1590088780092156,0.10612857256591754,0.10846575433000963,19.23913489485232,67.43074190050795,1.0774328809149945,-0.3197864845477544
113,0.0,0.4,0.02,0.22,1.1,0.05426574227922254,1.0,-0.007187543383389006,-0.15811417645455728,0.1035034241944436,0.11002241318014172,18.872074646919522,67.06368165257516,1.0768250621917776,-0.31978648454775294
114,0.0,0.4,0.03,0.22,1.1,0.05426574227922254,1.0,-0.007187543383389006,-0.15811417645455728,0.1035034241944436,0.11002241318014172,18.872074646919522,67.06368165257516,1.0768250621917776,-0.31978648454775294
115,0.01,0.4,0.02,0.22,1.1,0.05426574227922254,1.0,-0.007187543383389006,-0.15811417645455728,0.1035034241944436,0.11002241318014172,18.872074646919522,67.06368165257516,1.0768250621917776,-0.31978648454775294
116,0.01,0.4,0.03,0.22,1.1,0.05426574227922254,1.0,-0.007187543383389006,-0.15811417645455728,0.1035034241944436,0.11002241318014172,18.872074646919522,67.06368165257516,1.0768250621917776,-0.31978648454775294
117,0.02,0.4,0.02,0.22,1.1,0.05426574227922254,1.0,-0.007187543383389006,-0.15811417645455728,0.1035034241944436,0.11002241318014172,18.872074646919522,67.06368165257516,1.0768250621917776,-0.31978648454775294
118,0.02,0.4,0.03,0.22,1.1,0.05426574227922254,1.0,-0.007187543383389006,-0.15811417645455728,0.1035034241944436,0.11002241318014172,18.872074646919522,67.06368165257516,1.0768250621917776,-0.31978648454775294
119,0.03,0.4,0.02,0.22,1.1,0.05426574227922254,1.0,-0.007187543383389006,-0.15811417645455728,0.1035034241944436,0.11002241318014172,18.872074646919522,67.06368165257516,1.0768250621917776,-0.31978648454775294
120,0.03,0.4,0.03,0.22,1.1,0.05426574227922254,1.0,-0.007187543383389006,-0.15811417645455728,0.1035034241944436,0.11002241318014172,18.872074646919522,67.06368165257516,1.0768250621917776,-0.31978648454775294
121,0.0,0.44,0.02,0.24,1.0,0.05300402758613809,1.0,-0.01053493554179874,-0.16179626869398644,0.13122195136316117,0.1162738236560134,25.034590386387926,73.22619739204356,1.082331169937583,-0.32848322295394594
122,0.0,0.44,0.03,0.24,1.0,0.05300402758613809,1.0,-0.01053493554179874,-0.16179626869398644,0.13122195136316117,0.1162738236560134,25.034590386387926,73.22619739204356,1.082331169937583,-0.32848322295394594
123,0.01,0.44,0.02,0.24,1.0,0.05300402758613809,1.0,-0.01053493554179874,-0.16179626869398644,0.13122195136316117,0.1162738236560134,25.034590386387926,73.22619739204356,1.082331169937583,-0.32848322295394594
124,0.01,0.44,0.03,0.24,1.0,0.05300402758613809,1.0,-0.01053493554179874,-0.16179626869398644,0.13122195136316117,0.1162738236560134,25.034590386387926,73.22619739204356,1.082331169937583,-0.32848322295394594
125,0.02,0.44,0.02,0.24,1.0,0.05300402758613809,1.0,-0.01053493554179874,-0.16179626869398644,0.13122195136316117,0.1162738236560134,25.034590386387926,73.22619739204356,1.082331169937583,-0.32848322295394594
126,0.02,0.44,0.03,0.24,1.0,0.05300402758613809,1.0,-0.01053493554179874,-0.16179626869398644,0.13122195136316117,0.1162738236560134,25.034590386387926,73.22619739204356,1.082331169937583,-0.32848322295394594
127,0.03,0.44,0.02,0.24,1.0,0.05300402758613809,1.0,-0.01053493554179874,-0.16179626869398644,0.13122195136316117,0.1162738236560134,25.034590386387926,73.22619739204356,1.082331169937583,-0.32848322295394594
128,0.03,0.44,0.03,0.24,1.0,0.05300402758613809,1.0,-0.01053493554179874,-0.16179626869398644,0.13122195136316117,0.1162738236560134,25.034590386387926,73.22619739204356,1.082331169937583,-0.32848322295394594
129,0.0,0.38,0.02,0.22,1.1,0.05155080897501585,1.0,-0.007187543383389394,-0.15721905999642072,0.10087866662928657,0.11125280369666735,18.50633228092473,66.69793928658036,1.076179189743474,-0.3197864845477544
130,0.0,0.38,0.03,0.22,1.1,0.05155080897501585,1.0,-0.007187543383389394,-0.15721905999642072,0.10087866662928657,0.11125280369666735,18.50633228092473,66.69793928658036,1.076179189743474,-0.3197864845477544
131,0.01,0.38,0.02,0.22,1.1,0.05155080897501585,1.0,-0.007187543383389394,-0.15721905999642072,0.10087866662928657,0.11125280369666735,18.50633228092473,66.69793928658036,1.076179189743474,-0.3197864845477544
132,0.01,0.38,0.03,0.22,1.1,0.05155080897501585,1.0,-0.007187543383389394,-0.15721905999642072,0.10087866662928657,0.11125280369666735,18.50633228092473,66.69793928658036,1.076179189743474,-0.3197864845477544
133,0.02,0.38,0.02,0.22,1.1,0.05155080897501585,1.0,-0.007187543383389394,-0.15721905999642072,0.10087866662928657,0.11125280369666735,18.50633228092473,66.69793928658036,1.076179189743474,-0.3197864845477544
134,0.02,0.38,0.03,0.22,1.1,0.05155080897501585,1.0,-0.007187543383389394,-0.15721905999642072,0.10087866662928657,0.11125280369666735,18.50633228092473,66.69793928658036,1.076179189743474,-0.3197864845477544
135,0.03,0.38,0.02,0.22,1.1,0.05155080897501585,1.0,-0.007187543383389394,-0.15721905999642072,0.10087866662928657,0.11125280369666735,18.50633228092473,66.69793928658036,1.076179189743474,-0.3197864845477544
